               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.010282,           0.0031939,                   0,             0.99299,                 0.9,             0.90187,             0.67374,            0.023494,            0.004271,                   0,            0.001684,            0.001684,            0.001684
                 170,           0.0099947,           0.0030418,                   0,             0.99263,                 0.9,             0.90228,              0.6752,            0.024353,            0.004374,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.010639,           0.0033569,                   0,              0.9926,                 0.9,             0.90217,             0.69685,            0.023123,           0.0043063,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.011454,           0.0034589,                   0,             0.99255,                 0.9,             0.90197,              0.7197,             0.02253,           0.0041971,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.010347,            0.003091,                   0,             0.99253,                 0.9,             0.90151,             0.70102,            0.022565,           0.0041356,                   0,            0.001486,            0.001486,            0.001486
                 174,           0.0092635,           0.0027054,                   0,             0.99284,                 0.9,             0.90119,             0.69838,            0.022876,           0.0040631,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.010708,           0.0031075,                   0,             0.99301,                 0.9,             0.90169,             0.69041,            0.022697,           0.0040631,                   0,            0.001387,            0.001387,            0.001387
                 176,           0.0098583,           0.0031912,                   0,             0.99309,                 0.9,             0.90207,             0.67555,            0.023083,           0.0040975,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,           0.0096851,            0.003375,                   0,              0.9934,                 0.9,             0.90197,             0.69455,            0.022861,           0.0040665,                   0,            0.001288,            0.001288,            0.001288
                 178,           0.0099809,           0.0031174,                   0,             0.99323,                 0.9,             0.90197,              0.6835,            0.023222,           0.0040426,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.010556,             0.00308,                   0,             0.99298,                 0.9,             0.90239,             0.69351,            0.023211,           0.0040383,                   0,            0.001189,            0.001189,            0.001189
                 180,             0.01006,            0.003324,                   0,             0.99293,                 0.9,             0.90262,             0.67718,            0.022972,           0.0039997,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,           0.0093124,           0.0031349,                   0,             0.99305,                 0.9,             0.90286,             0.66414,            0.023462,           0.0040083,                   0,             0.00109,             0.00109,             0.00109
                 182,           0.0096301,           0.0034552,                   0,             0.99309,                 0.9,             0.90311,             0.66916,             0.02338,           0.0040913,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,           0.0095271,           0.0031608,                   0,             0.99301,                 0.9,             0.90311,             0.67332,            0.024148,           0.0041652,                   0,            0.000991,            0.000991,            0.000991
                 184,           0.0099723,           0.0030783,                   0,             0.99306,                 0.9,             0.90286,             0.68385,            0.023479,           0.0041637,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,           0.0088956,           0.0030443,                   0,             0.99292,                 0.9,             0.90239,             0.68094,            0.023066,           0.0041513,                   0,            0.000892,            0.000892,            0.000892
                 186,           0.0095191,           0.0030145,                   0,             0.99287,                 0.9,             0.90217,             0.69338,            0.023555,           0.0041203,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,           0.0095256,           0.0031325,                   0,              0.9927,                 0.9,             0.90151,             0.66307,            0.023756,           0.0041356,                   0,            0.000793,            0.000793,            0.000793
                 188,           0.0088087,           0.0031467,                   0,             0.99233,                 0.9,             0.90127,             0.67301,            0.023197,           0.0041676,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,           0.0089703,           0.0030308,                   0,             0.99238,                 0.9,             0.90127,              0.6719,            0.023094,           0.0042038,                   0,            0.000694,            0.000694,            0.000694
                 190,           0.0086625,           0.0029046,                   0,             0.99253,                 0.9,              0.9016,              0.6723,            0.023539,           0.0042138,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,           0.0088076,           0.0028779,                   0,             0.99253,                 0.9,              0.9016,              0.6723,            0.023187,           0.0042362,                   0,            0.000595,            0.000595,            0.000595
                 192,           0.0095694,           0.0032667,                   0,             0.99269,                 0.9,             0.90178,             0.67859,            0.023191,           0.0042133,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0091545,           0.0029102,                   0,             0.99264,                 0.9,             0.90217,             0.67298,            0.023464,           0.0042334,                   0,            0.000496,            0.000496,            0.000496
                 194,           0.0099785,           0.0033548,                   0,             0.99283,                 0.9,             0.90239,             0.69206,            0.023551,           0.0042596,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,           0.0087664,           0.0027786,                   0,             0.99284,                 0.9,             0.90217,             0.68436,            0.023556,           0.0043154,                   0,            0.000397,            0.000397,            0.000397
                 196,           0.0086441,           0.0031897,                   0,             0.99284,                 0.9,             0.90217,             0.67958,            0.023203,           0.0042992,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,           0.0093011,           0.0030128,                   0,             0.99287,                 0.9,              0.9025,             0.69889,            0.022864,           0.0042329,                   0,            0.000298,            0.000298,            0.000298
                 198,           0.0090216,           0.0031163,                   0,             0.99279,                 0.9,              0.9025,                 0.7,            0.023006,           0.0042214,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,           0.0086679,           0.0031645,                   0,             0.99286,                 0.9,              0.9025,              0.6636,            0.023384,           0.0042601,                   0,            0.000199,            0.000199,            0.000199
